n_drones,payload_kg,distance_km,fleet_Wh_per_km,cruise_Wh_per_drone,available_cruise_Wh_per_drone,CL,CD_total,thrust_required_per_drone_N,power_required_per_drone_W,feasible,reason
3,0.0,18.0,46.352535465475576,278.11521279285347,422.3355269213965,0.2630479447763494,0.09114276434766058,33.631962225257354,1112.4608511714139,True,
4,0.0,18.0,49.70781658921383,223.68517465146226,422.3355269213965,0.2630479447763494,0.07330517793900199,27.049837614713123,894.740698605849,True,
5,0.0,18.0,53.06309771295207,191.02715176662747,422.3355269213965,0.2630479447763494,0.06260262609380682,23.10056284838658,764.1086070665099,True,
6,0.0,18.0,56.41837883669031,169.25513651007094,422.3355269213965,0.2630479447763494,0.05546759153034337,20.467713004168882,677.0205460402838,True,
2,0.0,20.0,42.99725434173732,429.97254341737323,422.3355269213965,0.2630479447763494,0.1268179371649778,46.796211446345815,1547.9011563025435,False,battery 430.0 Wh > 422.3 Wh
3,0.0,20.0,46.352535465475576,309.0169031031705,422.3355269213965,0.2630479447763494,0.09114276434766058,33.631962225257354,1112.4608511714139,True,
4,0.0,20.0,49.70781658921383,248.5390829460692,422.3355269213965,0.2630479447763494,0.07330517793900199,27.049837614713123,894.740698605849,True,
5,0.0,20.0,53.06309771295207,212.2523908518083,422.3355269213965,0.2630479447763494,0.06260262609380682,23.10056284838658,764.1086070665099,True,
6,0.0,20.0,56.41837883669031,188.06126278896772,422.3355269213965,0.2630479447763494,0.05546759153034337,20.467713004168882,677.0205460402838,True,
2,0.0,22.0,42.99725434173732,472.9697977591105,422.3355269213965,0.2630479447763494,0.1268179371649778,46.796211446345815,1547.9011563025435,False,battery 473.0 Wh > 422.3 Wh
3,0.0,22.0,46.352535465475576,339.9185934134876,422.3355269213965,0.2630479447763494,0.09114276434766058,33.631962225257354,1112.4608511714139,True,
4,0.0,22.0,49.70781658921383,273.39299124067605,422.3355269213965,0.2630479447763494,0.07330517793900199,27.049837614713123,894.740698605849,True,
5,0.0,22.0,53.06309771295207,233.47762993698913,422.3355269213965,0.2630479447763494,0.06260262609380682,23.10056284838658,764.1086070665099,True,
6,0.0,22.0,56.41837883669031,206.86738906786448,422.3355269213965,0.2630479447763494,0.05546759153034337,20.467713004168882,677.0205460402838,True,
