payload_kg,range_km,best_n_drones,total_system_Wh_per_km,total_system_climb_energy_Wh,total_system_energy_required_Wh,battery_usable_fraction,usable_system_battery_Wh,usable_cruise_battery_Wh,battery_limited_range_km,feasible,reason
0.0,37.5,3,9.790552740677805,16.054344218567053,383.20007199398475,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,37.75,3,9.790552740677805,16.054344218567053,385.6477101791542,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,38.0,3,9.790552740677805,16.054344218567053,388.0953483643236,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,38.25,3,9.790552740677805,16.054344218567053,390.5429865494931,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,38.5,3,9.790552740677805,16.054344218567053,392.99062473466256,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,38.75,3,9.790552740677805,16.054344218567053,395.438262919832,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,39.0,3,9.790552740677805,16.054344218567053,397.88590110500144,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,39.25,3,9.790552740677805,16.054344218567053,400.3335392901709,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,39.5,3,9.790552740677805,16.054344218567053,402.78117747534037,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,39.75,3,9.790552740677805,16.054344218567053,405.22881566050984,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,40.0,3,9.790552740677805,16.054344218567053,407.67645384567925,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,40.25,3,9.790552740677805,16.054344218567053,410.1240920308487,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,40.5,3,9.790552740677805,16.054344218567053,412.5717302160182,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,40.75,3,9.790552740677805,16.054344218567053,415.0193684011876,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,41.0,3,9.790552740677805,16.054344218567053,417.46700658635706,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,41.25,3,9.790552740677805,16.054344218567053,419.9146447715265,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,41.5,3,9.790552740677805,16.054344218567053,422.362282956696,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,41.75,3,9.790552740677805,16.054344218567053,424.8099211418654,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,42.0,3,9.790552740677805,16.054344218567053,427.25755932703487,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,42.25,3,9.790552740677805,16.054344218567053,429.70519751220434,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,42.5,3,9.790552740677805,16.054344218567053,432.1528356973738,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,42.75,3,9.790552740677805,16.054344218567053,434.6004738825432,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,43.0,3,9.790552740677805,16.054344218567053,437.0481120677127,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,43.25,3,9.790552740677805,16.054344218567053,439.49575025288215,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,43.5,3,9.790552740677805,16.054344218567053,441.94338843805156,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,43.75,3,9.790552740677805,16.054344218567053,444.391026623221,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,44.0,3,9.790552740677805,16.054344218567053,446.8386648083905,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,44.25,3,9.790552740677805,16.054344218567053,449.28630299355996,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,44.5,3,9.790552740677805,16.054344218567053,451.73394117872937,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,44.75,3,9.790552740677805,16.054344218567053,454.18157936389883,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,45.0,3,9.790552740677805,16.054344218567053,456.6292175490683,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,45.25,3,9.790552740677805,16.054344218567053,459.07685573423777,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,45.5,3,9.790552740677805,16.054344218567053,461.5244939194072,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,45.75,3,9.790552740677805,16.054344218567053,463.97213210457664,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,46.0,3,9.790552740677805,16.054344218567053,466.4197702897461,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,46.25,3,9.790552740677805,16.054344218567053,468.8674084749155,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,46.5,3,9.790552740677805,16.054344218567053,471.315046660085,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,46.75,3,9.790552740677805,16.054344218567053,473.76268484525446,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,47.0,3,9.790552740677805,16.054344218567053,476.2103230304239,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,47.25,3,9.790552740677805,16.054344218567053,478.65796121559333,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,47.5,3,9.790552740677805,16.054344218567053,481.1055994007628,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,47.75,3,9.790552740677805,16.054344218567053,483.55323758593227,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,48.0,3,9.790552740677805,16.054344218567053,486.00087577110173,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,48.25,3,9.790552740677805,16.054344218567053,488.44851395627114,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,48.5,3,9.790552740677805,16.054344218567053,490.8961521414406,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,48.75,3,9.790552740677805,16.054344218567053,493.3437903266101,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,49.0,3,9.790552740677805,16.054344218567053,495.7914285117795,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,49.25,3,9.790552740677805,16.054344218567053,498.23906669694895,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,49.5,3,9.790552740677805,16.054344218567053,500.6867048821184,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
